contract_number,purchase_date,expiration_date,total_cost,customer_id
11570,2020-09-23,2020-12-22,2918.31,323
11571,2022-03-25,2023-03-25,2580.19,252
11572,2022-04-14,2022-07-13,1871.5,300
11573,2020-09-10,2021-09-10,1667.15,200
11574,2023-07-24,2024-07-23,2082.92,28
11575,2021-07-11,2021-10-09,2365.62,115
11576,2022-03-29,2022-06-27,405.28,493
11577,2020-02-16,2020-05-16,2892.1,431
11578,2020-09-16,2020-10-16,438.54,378
11579,2022-08-05,2022-11-03,2556.71,222
11580,2020-05-28,2021-05-28,527.12,240
11581,2020-09-23,2020-10-23,2516.96,103
11582,2021-04-30,2021-05-30,2106.21,390
11583,2022-10-16,2023-10-16,2334.18,501
11584,2022-09-16,2022-10-16,1901.62,483
11585,2020-04-29,2020-05-29,1993.32,35
11586,2023-01-27,2024-01-27,1189.09,19
11587,2020-06-15,2020-09-13,2647.5,102
11588,2023-01-02,2023-04-02,1454.55,287
11589,2021-08-15,2021-11-13,1337.37,242
11590,2022-07-22,2022-10-20,1644.68,63
11591,2020-06-19,2020-07-19,957.51,205
11592,2021-08-19,2021-09-18,2032.4,455
11593,2020-08-17,2021-08-17,310.41,221
11594,2022-03-09,2023-03-09,1681.21,76
11595,2021-05-20,2022-05-20,2177.99,235
11596,2021-10-14,2022-10-14,792.88,420
11597,2021-06-25,2021-07-25,1195.86,201
11598,2021-09-17,2022-09-17,2995.53,192
11599,2020-09-25,2020-10-25,2017.24,449
11600,2023-12-14,2024-03-13,1388.99,467
11601,2020-05-21,2020-08-19,2854.08,284
11602,2022-10-19,2022-11-18,1389.76,389
11603,2021-02-10,2022-02-10,2354.46,477
11604,2020-01-26,2020-04-25,1740.32,448
11605,2020-05-07,2021-05-07,2899.93,265
11606,2023-02-12,2023-05-13,642.07,185
11607,2021-03-04,2022-03-04,1591.28,271
11608,2023-09-17,2023-12-16,1517.71,232
11609,2020-07-27,2020-08-26,2729.88,461
11610,2021-01-09,2021-04-09,873.97,400
11611,2020-10-01,2021-10-01,265.45,77
11612,2022-12-19,2023-12-19,1920.27,317
11613,2023-11-07,2024-11-06,2040.7,176
11614,2023-11-24,2023-12-24,1740.68,311
11615,2021-05-20,2022-05-20,405.67,42
11616,2020-05-19,2020-08-17,1886.17,113
11617,2023-04-17,2023-07-16,1727.85,49
11618,2020-02-05,2020-05-05,291.92,500
11619,2021-10-11,2021-11-10,2657.14,477
11620,2020-04-23,2021-04-23,508.71,319
11621,2022-11-08,2023-02-06,1539.34,250
11622,2021-07-10,2022-07-10,1873.01,450
11623,2022-04-03,2022-05-03,1122.67,416
11624,2020-01-04,2020-04-03,2124.13,189
11625,2020-07-15,2021-07-15,2776.69,87
11626,2023-03-22,2023-04-21,397.01,197
11627,2020-07-26,2020-10-24,370.15,28
11628,2022-12-17,2023-12-17,2879.18,405
11629,2020-07-01,2020-09-29,1099.46,360
11630,2022-03-05,2023-03-05,881.42,188
11631,2020-07-01,2020-09-29,1504.51,230
11632,2023-03-18,2023-04-17,1564.5,46
11633,2020-02-02,2020-05-02,1556.45,324
11634,2021-02-03,2021-05-04,644.98,147
11635,2023-03-21,2024-03-20,2282.46,246
11636,2020-08-14,2020-11-12,2713.14,72
11637,2021-10-23,2022-01-21,2663.15,355
11638,2022-10-26,2023-01-24,1826.38,4
11639,2022-12-15,2023-01-14,714.9,489
11640,2022-06-14,2023-06-14,260.9,209
11641,2023-06-27,2023-07-27,2061.87,200
11642,2020-11-24,2021-11-24,291.79,228
11643,2022-05-10,2022-08-08,293.43,474
11644,2021-06-29,2022-06-29,310.73,400
11645,2021-03-13,2021-06-11,937.23,467
11646,2022-05-11,2022-08-09,1541.25,223
11647,2022-09-27,2022-12-26,1550.48,68
11648,2021-07-03,2021-10-01,1330.87,240
11649,2021-08-22,2021-11-20,2072.26,472
11650,2021-12-06,2022-12-06,2566.53,281
11651,2022-12-26,2023-01-25,355.5,183
11652,2023-11-29,2024-11-28,1793.3,13
11653,2021-03-19,2021-04-18,2589.75,159
11654,2022-06-24,2023-06-24,1501.04,183
11655,2021-04-11,2022-04-11,148.85,376
11656,2021-07-20,2021-08-19,2755.76,78
11657,2020-07-20,2020-10-18,2595.06,16
11658,2020-04-20,2021-04-20,1742.75,281
11659,2022-09-12,2023-09-12,954.41,249
11660,2023-07-02,2023-08-01,1615.46,400
11661,2022-05-16,2022-06-15,1648.06,372
11662,2022-08-05,2022-11-03,1353.31,349
11663,2020-05-23,2020-08-21,2671.84,367
11664,2020-04-18,2020-05-18,2817.51,280
11665,2023-01-13,2023-04-13,2355.88,45
11666,2020-03-25,2021-03-25,1021.4,433
11667,2023-11-21,2024-02-19,2929.98,355
11668,2023-09-01,2023-10-01,726.96,51
11669,2021-03-17,2022-03-17,2153.17,435
11670,2022-12-31,2023-12-31,2411.1,433
11671,2020-01-23,2021-01-22,2526.24,230
11672,2023-03-30,2023-06-28,1285.91,396
11673,2023-01-22,2023-04-22,1540.9,113
11674,2022-01-02,2022-02-01,1855.69,499
11675,2021-05-03,2022-05-03,2366.57,376
11676,2021-06-05,2021-09-03,445.92,63
11677,2023-06-05,2023-07-05,143.34,398
11678,2023-09-25,2023-10-25,806.41,484
11679,2021-10-23,2022-10-23,1503.67,318
11680,2023-07-21,2024-07-20,2807.58,10
11681,2021-02-02,2021-03-04,967.88,222
11682,2021-02-01,2022-02-01,2591.12,353
11683,2022-04-06,2022-07-05,461.52,200
11684,2021-09-07,2021-12-06,247.13,315
11685,2021-08-29,2022-08-29,1024.21,404
11686,2020-02-18,2020-05-18,2394.37,302
11687,2021-09-14,2021-12-13,2703.03,316
11688,2020-09-27,2020-10-27,2889.88,244
11689,2022-12-03,2023-12-03,2123.75,191
11690,2021-07-17,2021-10-15,433.24,243
11691,2023-04-02,2023-05-02,1646.68,212
11692,2020-07-20,2021-07-20,2617.04,308
11693,2023-09-24,2024-09-23,2847.77,132
11694,2021-12-03,2022-01-02,2568.71,464
11695,2021-05-26,2022-05-26,800.28,355
11696,2023-08-27,2024-08-26,1909.65,429
11697,2021-08-01,2021-08-31,1806.52,187
11698,2020-08-21,2020-09-20,1185.82,63
11699,2020-03-24,2020-06-22,2248.89,433
11700,2020-12-23,2021-03-23,1415.86,369
11701,2020-07-03,2020-10-01,1975.64,293
11702,2022-04-02,2022-07-01,2102.76,201
11703,2022-01-14,2023-01-14,1617.73,408
11704,2022-02-06,2022-05-07,1278.81,376
11705,2020-06-29,2021-06-29,2847.01,243
11706,2021-12-12,2022-03-12,1926.16,485
11707,2023-02-21,2024-02-21,1468.79,228
11708,2020-11-10,2021-11-10,1559.63,134
11709,2022-03-17,2022-06-15,2885.8,26
11710,2020-08-11,2021-08-11,450.94,382
11711,2023-11-10,2023-12-10,2735.57,480
11712,2022-05-30,2023-05-30,732.82,14
11713,2022-04-16,2022-07-15,2357.6,62
11714,2022-04-04,2023-04-04,2076.66,345
11715,2021-01-25,2022-01-25,1041.81,409
11716,2020-09-10,2021-09-10,1581.72,116
11717,2020-11-26,2021-02-24,1756.29,409
11718,2020-07-30,2020-08-29,453.75,208
11719,2020-09-26,2020-10-26,1723.9,447
11720,2021-11-24,2022-11-24,853.62,284
11721,2021-09-22,2021-10-22,200.79,228
11722,2021-01-20,2021-02-19,1835.49,125
11723,2023-01-28,2023-02-27,657.18,119
11724,2020-09-03,2020-12-02,624.44,477
11725,2021-11-16,2022-02-14,1981.68,484
11726,2020-06-06,2021-06-06,2545.41,163
11727,2023-12-19,2024-01-18,1255.85,437
11728,2022-02-09,2022-03-11,2553.96,438
11729,2023-02-27,2023-05-28,756.86,77
11730,2023-11-25,2024-02-23,2537.26,311
11731,2022-01-17,2022-02-16,202.97,31
11732,2020-02-15,2020-05-15,483.96,435
11733,2022-07-09,2023-07-09,2821.83,96
11734,2021-12-12,2022-01-11,1672.74,445
11735,2021-05-21,2021-08-19,299.16,17
11736,2022-05-06,2022-06-05,1520.65,224
11737,2023-03-29,2024-03-28,606.33,205
11738,2021-10-12,2022-10-12,2278.1,119
11739,2021-01-22,2022-01-22,1935.12,102
11740,2021-01-04,2021-02-03,2616.48,284
11741,2020-02-16,2020-05-16,2552.86,96
11742,2022-06-11,2023-06-11,1574.11,362
11743,2020-09-02,2020-10-02,1820.87,367
11744,2022-04-02,2023-04-02,1218.33,312
11745,2020-05-27,2021-05-27,391.69,234
11746,2022-01-16,2022-02-15,2664.99,104
11747,2020-01-27,2020-02-26,1898.7,490
11748,2020-09-18,2020-12-17,654.95,76
11749,2022-10-01,2022-10-31,527.45,364
11750,2020-09-17,2021-09-17,539.02,508
11751,2020-07-18,2021-07-18,1929.33,315
11752,2020-05-24,2020-06-23,780.97,330
11753,2021-10-08,2022-01-06,1701.63,61
11754,2022-12-09,2023-12-09,2507.93,296
11755,2023-04-27,2023-05-27,1506.65,329
11756,2022-08-04,2022-09-03,2698.06,89
11757,2020-03-05,2020-06-03,604.99,157
11758,2023-03-14,2023-04-13,2449.07,385
11759,2023-12-28,2024-03-27,2674.82,11
11760,2023-07-06,2023-10-04,2487.64,219
11761,2020-09-19,2021-09-19,2024.17,354
11762,2020-05-30,2020-08-28,2597.76,502
11763,2022-01-11,2023-01-11,454.7,72
11764,2021-03-09,2021-04-08,2754.65,481
11765,2021-07-26,2022-07-26,2665.37,461
11766,2020-03-13,2020-04-12,1886.74,416
11767,2021-05-23,2021-08-21,2037.59,497
11768,2022-12-18,2023-12-18,887.68,467
11769,2023-01-21,2024-01-21,1437.16,109
11770,2021-03-14,2021-04-13,1763.08,189
11771,2023-10-07,2024-10-06,140.08,25
11772,2023-11-10,2024-11-09,794.69,51
11773,2020-05-09,2021-05-09,700.24,159
11774,2022-03-23,2023-03-23,788.01,430
11775,2022-11-29,2023-02-27,2734.58,255
11776,2023-02-24,2023-05-25,1449.5,151
11777,2023-01-21,2023-02-20,1925.4,450
11778,2021-08-21,2021-09-20,1620.48,167
11779,2021-05-19,2021-06-18,2878.03,441
11780,2022-09-03,2022-10-03,1920.64,104
11781,2021-05-21,2021-08-19,1317.08,172
11782,2022-07-12,2022-08-11,1172.89,152
11783,2020-09-08,2020-12-07,792.69,314
11784,2023-11-27,2024-11-26,2308.68,356
11785,2023-09-06,2023-12-05,2724.7,498
11786,2020-05-21,2020-08-19,717.1,499
11787,2023-02-06,2023-03-08,2826.19,203
11788,2022-05-09,2022-08-07,2834.46,103
11789,2021-10-28,2022-01-26,2883.65,496
11790,2022-10-12,2022-11-11,1713.93,406
11791,2021-12-10,2022-12-10,1110.68,409
11792,2021-08-21,2021-09-20,806.56,469
11793,2022-01-06,2023-01-06,2220.91,186
11794,2023-07-07,2023-10-05,1521.81,269
11795,2022-01-01,2022-04-01,1403.46,359
11796,2022-12-13,2023-03-13,249.96,178
11797,2020-12-29,2021-12-29,998.05,117
11798,2022-07-04,2023-07-04,2559.72,103
11799,2022-01-20,2022-02-19,2077.54,66
11800,2022-08-08,2022-11-06,1671.31,498
11801,2023-10-30,2024-01-28,968.77,509
11802,2021-09-20,2021-12-19,313.03,225
11803,2021-01-29,2022-01-29,2849.18,265
11804,2023-03-02,2024-03-01,603.63,217
11805,2021-06-06,2022-06-06,556.91,281
11806,2020-01-05,2021-01-04,1595.49,152
11807,2022-04-20,2022-05-20,1802.79,202
11808,2023-07-08,2024-07-07,2838.0,484
11809,2020-11-17,2021-11-17,2930.86,273
11810,2022-08-15,2022-11-13,1125.5,34
11811,2021-03-11,2021-06-09,644.64,118
11812,2022-02-05,2023-02-05,1856.99,239
11813,2021-09-21,2022-09-21,1890.95,194
11814,2020-08-17,2021-08-17,2014.99,168
11815,2021-03-25,2021-06-23,112.84,294
11816,2021-10-23,2022-01-21,877.83,457
11817,2021-07-28,2021-08-27,1704.06,264
11818,2020-03-23,2021-03-23,1568.92,45
11819,2020-06-20,2020-07-20,1569.14,53
11820,2021-06-20,2022-06-20,2846.8,181
11821,2022-04-09,2022-05-09,542.99,133
11822,2023-03-14,2023-04-13,1898.99,159
11823,2020-06-05,2021-06-05,1381.12,186
11824,2021-05-30,2021-08-28,342.6,370
11825,2020-12-26,2021-01-25,591.41,353
11826,2022-09-19,2022-12-18,2711.73,396
11827,2021-01-21,2022-01-21,659.55,449
11828,2023-11-02,2024-11-01,368.69,140
11829,2021-06-11,2022-06-11,2713.5,66
11830,2020-09-08,2020-10-08,1801.13,314
11831,2023-07-13,2023-08-12,2985.71,280
11832,2023-11-28,2024-11-27,620.26,333
11833,2020-12-07,2021-03-07,2312.93,119
11834,2020-04-02,2020-05-02,1732.79,127
11835,2022-05-26,2022-08-24,2812.37,312
11836,2021-09-28,2022-09-28,362.63,372
11837,2021-12-31,2022-12-31,2520.78,392
11838,2022-03-09,2022-06-07,1960.64,322
11839,2023-01-17,2023-04-17,2828.53,49
11840,2020-07-21,2020-08-20,1289.89,347
11841,2020-12-23,2021-03-23,2893.05,78
11842,2022-11-07,2022-12-07,1146.95,97
11843,2023-09-11,2023-12-10,1489.32,307
11844,2022-10-24,2023-10-24,2859.26,297
11845,2020-07-05,2020-08-04,651.29,497
11846,2022-03-09,2022-06-07,276.3,414
11847,2020-07-29,2020-10-27,1620.8,354
11848,2020-02-21,2021-02-20,2366.22,421
11849,2021-11-04,2021-12-04,2456.07,337
11850,2023-01-07,2024-01-07,961.92,445
11851,2021-12-21,2022-03-21,2135.5,392
11852,2020-11-28,2021-11-28,1850.13,98
11853,2020-12-13,2021-12-13,2156.68,46
11854,2023-05-01,2023-07-30,822.69,400
11855,2023-09-26,2024-09-25,1549.73,392
11856,2023-03-22,2023-04-21,1026.48,68
11857,2021-05-12,2021-06-11,175.28,219
11858,2020-05-28,2021-05-28,825.36,372
11859,2020-03-15,2021-03-15,1426.07,71
11860,2020-02-09,2020-03-10,626.8,112
11861,2021-06-17,2021-09-15,1888.95,93
11862,2020-05-28,2020-08-26,961.46,30
11863,2021-11-10,2021-12-10,2881.89,9
11864,2021-07-04,2022-07-04,2366.69,287
11865,2021-03-29,2021-06-27,614.93,193
11866,2021-10-05,2022-10-05,800.19,252
11867,2022-08-27,2023-08-27,564.34,130
11868,2023-08-03,2023-11-01,2639.32,328
11869,2020-01-01,2020-01-31,805.39,509
11870,2023-08-08,2024-08-07,1436.22,47
11871,2020-01-18,2020-04-17,971.37,114
11872,2022-01-16,2023-01-16,2452.15,243
11873,2020-11-09,2021-11-09,1761.26,11
11874,2023-05-23,2023-06-22,418.89,299
11875,2023-11-08,2023-12-08,2412.6,81
11876,2020-06-27,2020-09-25,400.28,424
11877,2021-10-31,2022-01-29,2422.65,484
11878,2021-09-24,2021-12-23,604.98,181
11879,2020-07-29,2020-08-28,2913.54,255
11880,2020-06-19,2021-06-19,142.09,240
11881,2021-03-27,2021-04-26,1170.0,300
11882,2022-12-19,2023-01-18,111.35,496
11883,2020-10-16,2021-10-16,769.73,99
11884,2022-06-23,2022-07-23,2588.01,429
11885,2022-09-29,2022-12-28,2839.67,291
11886,2020-09-27,2021-09-27,1582.83,138
11887,2022-01-02,2022-04-02,1446.9,457
11888,2022-05-01,2022-07-30,2253.15,315
11889,2020-04-04,2020-05-04,400.98,442
11890,2023-09-09,2024-09-08,468.28,223
11891,2023-10-19,2024-10-18,1596.91,121
11892,2023-06-05,2024-06-04,2972.93,389
11893,2022-04-06,2022-05-06,521.2,409
11894,2022-06-08,2022-07-08,1211.61,48
11895,2022-01-22,2022-02-21,2755.69,145
11896,2020-04-24,2021-04-24,217.21,412
11897,2020-06-14,2020-07-14,1015.99,168
11898,2021-05-31,2021-08-29,428.41,29
11899,2023-01-17,2024-01-17,2130.77,437
11900,2022-04-23,2022-05-23,2328.52,208
11901,2020-12-25,2021-01-24,2037.99,478
11902,2020-07-05,2021-07-05,2225.92,293
11903,2021-11-03,2022-02-01,126.81,58
11904,2023-08-24,2023-11-22,1629.49,339
11905,2021-10-03,2022-01-01,2814.61,318
11906,2023-01-22,2023-02-21,1865.39,33
11907,2022-06-25,2022-09-23,327.96,377
11908,2020-10-23,2021-01-21,757.7,285
11909,2020-01-02,2020-02-01,975.54,321
11910,2023-05-05,2023-08-03,1780.02,137
11911,2023-05-03,2023-08-01,1306.8,141
11912,2020-12-22,2021-12-22,2556.07,106
11913,2021-11-27,2021-12-27,688.91,272
11914,2020-05-09,2020-06-08,644.84,270
11915,2023-06-11,2023-09-09,1903.84,42
11916,2023-08-21,2023-09-20,2362.57,13
11917,2020-03-30,2021-03-30,2386.25,58
11918,2023-08-06,2023-11-04,2671.31,262
11919,2022-07-10,2023-07-10,2492.55,497
11920,2023-04-05,2024-04-04,2228.97,108
11921,2021-11-18,2022-02-16,1415.5,172
11922,2023-09-02,2024-09-01,859.67,495
11923,2020-01-06,2020-02-05,768.9,81
11924,2021-06-12,2022-06-12,1994.69,406
11925,2021-08-27,2021-11-25,717.6,250
11926,2023-10-28,2024-10-27,1226.85,124
11927,2020-10-09,2021-01-07,2968.22,437
11928,2021-05-28,2021-06-27,1012.37,184
11929,2022-01-15,2022-02-14,656.53,348
11930,2020-11-27,2021-02-25,1368.2,157
11931,2020-02-11,2020-03-12,1692.11,107
11932,2023-06-07,2023-09-05,2924.74,452
11933,2023-02-22,2024-02-22,238.29,321
11934,2023-05-20,2023-06-19,127.22,426
11935,2023-07-14,2024-07-13,1207.9,454
11936,2022-02-05,2023-02-05,2664.08,215
11937,2023-06-03,2024-06-02,721.76,148
11938,2023-11-17,2024-02-15,1561.25,493
11939,2020-12-16,2021-12-16,2457.97,282
11940,2020-11-25,2021-02-23,505.37,257
11941,2020-08-07,2020-09-06,2400.94,3
11942,2023-02-26,2024-02-26,1645.32,258
11943,2023-11-30,2024-02-28,2977.28,364
11944,2021-12-27,2022-01-26,2797.09,195
11945,2022-01-20,2023-01-20,2003.53,119
11946,2023-02-06,2024-02-06,2111.71,480
11947,2020-11-22,2021-02-20,2827.16,501
11948,2022-05-02,2022-06-01,2806.38,48
11949,2022-11-08,2022-12-08,2270.75,119
11950,2021-12-29,2022-01-28,2237.57,375
11951,2020-10-09,2021-10-09,398.03,64
11952,2022-05-17,2023-05-17,1112.59,415
11953,2020-09-07,2021-09-07,1824.85,150
11954,2023-03-12,2023-06-10,2610.07,63
11955,2022-01-10,2022-02-09,2409.28,204
11956,2020-03-28,2020-04-27,101.65,409
11957,2021-02-16,2021-05-17,294.77,437
11958,2021-03-11,2022-03-11,1820.28,43
11959,2020-09-12,2020-12-11,2903.34,368
11960,2020-07-04,2021-07-04,1497.13,304
11961,2020-06-20,2020-07-20,1954.64,369
11962,2023-08-20,2024-08-19,219.8,5
11963,2023-09-02,2024-09-01,2553.78,329
11964,2021-02-02,2022-02-02,1900.4,192
11965,2023-06-07,2023-07-07,2342.27,408
11966,2023-12-15,2024-12-14,2448.22,433
11967,2020-01-28,2020-04-27,217.71,98
11968,2023-11-26,2024-02-24,1054.4,213
11969,2023-09-28,2024-09-27,1470.11,492
11970,2020-05-19,2020-06-18,2008.95,244
11971,2021-08-13,2022-08-13,2474.66,438
11972,2020-06-02,2021-06-02,2469.62,13
11973,2020-05-21,2021-05-21,937.63,163
11974,2022-04-17,2023-04-17,990.19,237
11975,2022-07-18,2022-10-16,1133.58,321
11976,2020-01-13,2020-02-12,2891.74,87
11977,2023-12-18,2024-03-17,295.69,93
11978,2020-12-13,2021-01-12,500.17,76
11979,2021-12-14,2022-01-13,2995.14,448
11980,2022-09-12,2022-12-11,2539.3,291
11981,2020-09-17,2020-12-16,866.48,133
11982,2021-07-10,2021-08-09,1354.36,140
11983,2020-04-15,2020-05-15,965.24,407
11984,2022-05-23,2022-08-21,2133.12,219
11985,2023-06-22,2023-09-20,1133.67,297
11986,2023-02-02,2023-05-03,718.13,145
11987,2021-07-28,2022-07-28,1346.38,224
11988,2020-03-01,2020-03-31,2400.98,39
11989,2022-08-06,2023-08-06,215.05,312
11990,2022-12-05,2023-12-05,2299.25,502
11991,2020-02-11,2020-05-11,2366.72,119
11992,2020-06-25,2021-06-25,856.37,492
11993,2021-03-21,2021-06-19,1095.05,435
11994,2020-07-06,2020-10-04,223.38,60
11995,2023-03-28,2024-03-27,291.13,172
11996,2023-07-20,2023-10-18,689.48,338
11997,2020-03-31,2021-03-31,2984.81,125
11998,2023-09-15,2024-09-14,193.83,200
11999,2023-10-08,2024-01-06,1278.73,484
12000,2021-03-24,2021-06-22,1234.39,244
12001,2023-04-01,2023-05-01,995.42,226
12002,2022-04-20,2022-07-19,1976.82,436
12003,2023-10-11,2024-01-09,2379.28,57
12004,2021-08-14,2022-08-14,2285.67,304
12005,2022-06-06,2022-09-04,1644.48,510
12006,2022-03-09,2022-06-07,1409.68,444
12007,2021-01-16,2021-02-15,2818.06,448
12008,2023-06-14,2023-09-12,1422.86,229
12009,2021-04-22,2021-07-21,123.64,336
12010,2023-10-01,2023-10-31,2513.59,484
12011,2020-11-17,2021-11-17,2122.43,344
12012,2023-09-11,2023-10-11,2336.11,32
12013,2023-10-04,2024-01-02,296.43,245
12014,2022-08-06,2023-08-06,491.66,370
12015,2023-09-25,2024-09-24,1173.51,284
12016,2020-01-12,2020-04-11,1409.02,126
12017,2020-07-07,2021-07-07,1387.0,491
12018,2020-08-13,2020-09-12,1740.39,41
12019,2023-03-11,2023-04-10,2957.88,174
12020,2020-05-09,2020-06-08,2892.65,170
12021,2020-11-23,2020-12-23,630.07,109
12022,2020-05-08,2020-06-07,1555.75,267
12023,2020-09-14,2020-12-13,2168.88,11
12024,2022-07-22,2022-08-21,2264.99,394
12025,2021-11-02,2021-12-02,690.4,183
12026,2023-03-07,2023-04-06,1210.65,425
12027,2022-05-19,2022-06-18,630.91,70
12028,2021-12-28,2022-01-27,2921.05,156
12029,2020-10-27,2020-11-26,1183.41,352
12030,2023-04-26,2023-07-25,660.31,175
12031,2021-08-07,2021-09-06,1580.1,279
12032,2023-02-01,2023-03-03,2035.85,165
12033,2022-10-12,2023-10-12,1141.52,191
12034,2021-08-22,2021-09-21,2807.81,121
12035,2023-04-18,2023-05-18,313.19,101
12036,2022-04-08,2022-07-07,2821.39,240
12037,2022-04-04,2022-05-04,2514.67,230
12038,2023-09-02,2023-12-01,1206.11,456
12039,2023-03-25,2024-03-24,1318.12,435
12040,2020-05-30,2020-08-28,951.96,158
12041,2020-11-10,2021-11-10,963.89,445
12042,2021-02-06,2021-05-07,1728.31,367
12043,2023-04-03,2023-05-03,280.24,171
12044,2020-06-22,2020-09-20,585.28,499
12045,2021-04-25,2022-04-25,637.64,115
12046,2020-09-17,2021-09-17,290.32,405
12047,2022-10-07,2023-10-07,2369.37,301
12048,2020-08-21,2021-08-21,1073.22,187
12049,2020-06-26,2021-06-26,538.05,238
12050,2023-06-15,2023-09-13,2933.84,8
12051,2020-12-17,2021-12-17,2291.53,381
12052,2020-06-28,2020-07-28,301.35,178
12053,2022-08-27,2022-09-26,184.12,200
12054,2023-09-22,2024-09-21,2080.65,231
12055,2020-07-26,2021-07-26,1633.54,56
12056,2023-06-19,2023-07-19,774.0,431
12057,2022-07-07,2022-08-06,190.07,187
12058,2020-06-02,2020-07-02,125.09,143
12059,2023-05-26,2024-05-25,599.0,373
12060,2023-02-21,2023-03-23,1237.57,204
12061,2022-03-09,2023-03-09,2013.9,444
12062,2020-02-06,2020-05-06,2668.08,422
12063,2023-11-20,2024-11-19,2628.03,158
12064,2022-08-04,2022-11-02,2931.09,50
12065,2020-06-10,2021-06-10,989.68,482
12066,2021-08-11,2021-09-10,2475.3,227
12067,2020-10-30,2021-10-30,890.87,147
12068,2020-03-29,2021-03-29,2141.74,259
12069,2021-01-29,2022-01-29,2775.1,56
12070,2022-12-16,2023-03-16,1303.1,156
12071,2023-10-13,2024-01-11,1753.16,499
12072,2021-04-18,2022-04-18,1612.44,291
12073,2021-07-28,2021-08-27,811.57,66
12074,2023-10-31,2024-01-29,535.04,477
12075,2022-04-07,2022-05-07,2002.91,247
12076,2021-07-15,2022-07-15,659.19,400
12077,2021-07-23,2021-10-21,2592.82,414
12078,2022-04-06,2022-07-05,2376.42,254
12079,2022-01-10,2022-02-09,1078.4,456
12080,2022-08-06,2022-09-05,1523.84,429
12081,2021-04-29,2021-05-29,2459.59,162
12082,2021-06-07,2021-09-05,2457.61,399
12083,2021-04-27,2021-05-27,451.68,370
12084,2021-07-05,2022-07-05,1823.97,507
12085,2020-12-16,2021-01-15,2130.03,217
12086,2023-11-21,2024-11-20,1642.87,482
12087,2023-02-03,2024-02-03,1098.33,88
12088,2020-01-10,2020-04-09,1786.01,160
12089,2022-07-06,2022-10-04,621.35,165
12090,2022-11-11,2022-12-11,361.04,52
12091,2021-04-02,2021-07-01,1890.3,161
12092,2020-04-20,2020-05-20,1226.3,41
12093,2020-10-20,2021-01-18,941.59,411
12094,2021-05-14,2021-08-12,191.56,234
12095,2021-03-19,2021-06-17,1155.87,156
12096,2023-11-10,2024-02-08,2535.04,136
12097,2021-02-19,2021-05-20,1931.89,474
12098,2022-07-17,2022-08-16,1673.52,456
12099,2023-12-17,2024-01-16,2994.29,395
12100,2022-10-02,2022-12-31,1916.45,294
12101,2023-08-22,2023-09-21,2915.61,395
12102,2022-08-06,2023-08-06,2978.94,415
12103,2023-11-29,2024-02-27,2274.55,284
12104,2022-11-12,2023-02-10,1579.36,427
12105,2022-10-26,2023-10-26,2669.1,51
12106,2022-06-07,2022-07-07,918.77,6
12107,2023-07-30,2023-08-29,1145.45,365
12108,2021-03-19,2021-06-17,1798.75,475
12109,2021-10-05,2022-01-03,1472.51,413
12110,2023-06-26,2023-09-24,1983.52,323
12111,2022-04-05,2022-07-04,611.1,499
12112,2023-03-30,2024-03-29,1887.82,422
12113,2023-06-12,2023-07-12,2447.9,300
12114,2022-10-04,2023-10-04,1885.74,442
12115,2020-10-10,2020-11-09,1317.15,404
12116,2020-02-23,2020-03-24,678.18,341
12117,2021-04-29,2022-04-29,2544.69,242
12118,2021-02-09,2022-02-09,423.05,59
12119,2023-02-04,2024-02-04,1863.4,271
12120,2022-09-02,2023-09-02,1077.14,211
12121,2023-02-25,2023-03-27,2636.5,35
12122,2020-10-16,2021-01-14,1254.55,131
12123,2022-09-28,2023-09-28,2586.03,204
12124,2023-03-02,2023-04-01,2720.24,344
12125,2020-08-19,2020-11-17,1457.3,296
12126,2023-12-25,2024-12-24,1294.08,5
12127,2023-07-16,2024-07-15,786.59,384
12128,2020-11-30,2020-12-30,126.1,355
12129,2023-08-08,2023-11-06,992.58,197
12130,2022-08-26,2022-09-25,2587.82,329
12131,2022-08-15,2022-09-14,1006.5,209
12132,2021-10-29,2022-01-27,2461.61,238
12133,2023-01-23,2024-01-23,1115.6,155
12134,2020-06-23,2020-09-21,703.28,313
12135,2023-08-16,2023-11-14,2289.4,350
12136,2023-09-26,2023-10-26,779.76,122
12137,2021-06-27,2021-07-27,2207.86,297
12138,2020-09-23,2021-09-23,2186.01,200
12139,2021-04-06,2021-05-06,1398.45,46
12140,2020-08-02,2020-09-01,251.95,382
12141,2021-01-19,2022-01-19,2778.29,13
12142,2023-09-16,2024-09-15,2341.6,18
12143,2020-08-13,2021-08-13,2639.06,224
12144,2020-09-03,2020-12-02,1853.63,138
12145,2020-12-16,2021-01-15,2147.42,450
12146,2022-11-14,2023-11-14,967.03,335
12147,2022-04-11,2023-04-11,2003.24,125
12148,2020-02-29,2020-03-30,412.83,281
12149,2021-01-05,2022-01-05,1286.71,217
12150,2022-02-24,2023-02-24,2297.92,232
12151,2020-06-20,2020-09-18,2959.15,68
12152,2023-09-08,2023-10-08,2775.3,94
12153,2023-10-01,2023-10-31,314.66,231
12154,2020-01-29,2020-02-28,2137.52,201
12155,2023-09-03,2023-12-02,607.49,8
12156,2020-08-15,2020-09-14,1508.03,364
12157,2023-11-13,2024-02-11,1488.49,208
12158,2021-11-09,2021-12-09,504.77,53
